x,y
1.59396,0.734702
1.31159,0.383615
1.92481,0.549357
1.56552,0.696731
1.00318,0.672639
1.36879,0.473955
1.44282,0.782457
1.46206,0.655066
2.5441,0.400636
1.33896,0.423367
1.33261,0.52049
1.38282,0.569209
1.25814,0.605133
1.62814,0.442665
1.43213,0.508606
2.1947,0.396191
2.3652,0.47154
1.18293,0.927463
1.03321,0.848735
2.51781,0.433069
1.02345,0.722931
1.40238,0.74497
1.80505,0.409501
1.00853,0.548696
1.48248,0.627148
1.89587,0.660852
1.74948,0.631972
1.6762,0.551498
1.01645,0.601263
1.65776,0.388705
1.62301,0.526299
1.35117,0.849984
1.15791,0.654108
1.74464,0.502679
2.25636,0.505737
2.02772,0.4702
1.42745,0.494222
1.12252,0.389194
1.80665,0.487969
2.5983,0.378806
1.94484,0.402896
1.1694,0.719469
1.203,0.37296
1.03135,0.677559
1.73185,0.536857
2.27583,0.385109
1.7664,0.700586
1.80154,0.532554
1.15791,0.759441
1.40857,0.726304
1.34394,0.583272
1.49926,0.627684
1.27653,0.770064
1.21315,0.862773
1.97874,0.553318
1.16868,0.70715
1.30195,0.452423
2.17303,0.54823
1.2571,0.716597
1.17101,0.383863
1.19564,0.692709
1.09425,0.430934
1.24357,0.726957
1.09101,0.854991
1.52254,0.712635
1.08245,0.715253
1.93341,0.618537
1.42242,0.630511
1.64967,0.639472
1.55183,0.486182
1.77322,0.499265
1.76596,0.675988
1.89408,0.451635
1.93002,0.422304
1.4429,0.421207
1.84612,0.431375
1.32748,0.622819
1.16808,0.63284
1.25494,0.447665
2.36485,0.406855
1.37188,0.394307
1.92939,0.574658
1.96664,0.536408
1.1687,0.877846
1.74606,0.494574
1.60396,0.432573
1.65054,0.682151
1.1732,0.37659
2.00723,0.5987
2.4176,0.422641
1.12304,0.812983
1.86991,0.430462
2.15221,0.489314
1.63284,0.667324
1.12993,0.927883
1.40377,0.412946
1.08985,0.490585
1.42659,0.384653
2.14435,0.550874
1.2072,0.687869
1.14644,0.761724
1.68541,0.571905
1.74365,0.595514
2.11786,0.499225
1.19759,0.733369
1.30363,0.72795
2.2466,0.532203
1.9029,0.491508
1.67272,0.5913
1.86644,0.412687
2.05047,0.558606
1.63403,0.583899
1.11619,0.619239
1.01943,0.452136
1.38985,0.706512
2.61004,0.373376
1.26835,0.837053
1.79684,0.654605
1.19564,0.398479
1.00596,0.786064
1.64316,0.634053
1.06818,0.540844
1.73193,0.623781
1.17623,0.807485
1.24902,0.890247
2.33389,0.442996
1.17309,0.888468
2.29494,0.4234
1.19295,0.394632
1.59392,0.534653
1.12547,0.920339
1.18344,0.822408
1.65671,0.423676
2.37472,0.484912
1.08723,0.657278
1.37281,0.395092
1.41253,0.764764
1.02603,0.906163
1.47069,0.655485
1.95745,0.397657
2.16574,0.520714
1.04809,0.797379
1.57146,0.760329
1.81481,0.42648
1.9669,0.561539
1.45601,0.828955
1.0665,0.625594
1.07535,0.435862
1.19745,0.7019
1.37287,0.41142
1.01041,0.503382
1.00364,0.7075
1.9207,0.590311
1.95778,0.592398
2.12883,0.584265
1.82964,0.67148
1.01786,0.625821
2.4842,0.37423
1.65354,0.416856
1.54684,0.639046
1.30007,0.702521
1.56358,0.551188
1.88375,0.565632
1.5612,0.372942
1.26463,0.864067
1.08292,0.588898
1.31971,0.502648
1.26836,0.466856
1.96726,0.405631
1.90198,0.465762
2.02458,0.41249
1.05068,0.666205
1.61987,0.481904
2.01895,0.429278
2.45551,0.42198
1.40443,0.723454
1.68782,0.683461
2.1605,0.515468
1.63668,0.440574
1.29588,0.538768
1.02503,0.422725
1.03793,0.888838
1.31689,0.729809
1.23606,0.449108
2.58066,0.370762
2.27766,0.479669
1.14644,0.478377
1.65098,0.431944
2.14312,0.561084
1.22703,0.606041
2.11964,0.52537
1.26895,0.631441
1.13296,0.581593
1.19832,0.421883
1.23086,0.706562
1.03571,0.437902
2.29804,0.391307
1.44934,0.710693
1.21971,0.86083
1.69917,0.443438
1.06127,0.590316
1.16668,0.883845
1.88125,0.580466
2.37167,0.439783
2.05377,0.446764
1.07012,0.660314
1.7603,0.538252
1.94239,0.528501
1.24637,0.443846
1.6131,0.700973
1.20199,0.581353
2.21463,0.433675
2.05784,0.604625
1.56766,0.628084
1.61457,0.660691
2.07555,0.407284
1.90947,0.436668
1.07036,0.539539
2.24376,0.442626
1.17645,0.860527
1.97109,0.387915
1.53082,0.724419
1.51319,0.671671
1.68719,0.396673
1.04205,0.983253
1.12324,0.583888
1.64644,0.636162
1.2646,0.714577
1.71979,0.610286
1.66923,0.663857
1.23816,0.569643
1.37728,0.503015
1.25931,0.550897
1.03063,0.47901
1.28074,0.835585
1.49305,0.807111
2.10046,0.475041
1.65806,0.692854
1.45682,0.719845
1.12934,0.920984
1.11703,0.71749
2.44901,0.405919
1.05551,0.7245
1.27504,0.417994
2.36929,0.416692
1.2076,0.68018
1.36665,0.718584
1.2998,0.448773
1.33339,0.739816
1.24333,0.373678
1.49265,0.704833
1.19802,0.651844
1.1371,0.520978
1.59715,0.439558
1.9699,0.549407
1.14671,0.523009
1.45942,0.671299
1.10124,0.454956
1.53355,0.719491
1.87671,0.407674
1.37924,0.751069
2.34352,0.485259
1.04958,0.689873
1.63505,0.528088
1.59124,0.704348
2.39066,0.474407
1.16045,0.566256
1.55327,0.37482
1.69226,0.405577
1.41154,0.617727
1.06413,0.579492
1.20306,0.391319
1.05386,0.670155
2.40741,0.452563
1.91769,0.65466
1.03602,0.640301
1.44112,0.594672
2.32401,0.436342
1.3271,0.552616
1.18651,0.437194
2.1418,0.477965
2.20993,0.491314
1.95614,0.445853
1.18166,0.404387
1.15318,0.784389
2.5231,0.438498
1.64333,0.621855
1.00547,0.763307
1.17416,0.93512
1.46281,0.459956
1.98802,0.39411
1.31818,0.61806
1.29304,0.690743
1.16964,0.48039
2.0106,0.576668
1.77422,0.692177
1.08613,0.753327
1.19118,0.70942
1.09405,0.957815
1.71444,0.376529
1.3478,0.407024
1.56623,0.415574
2.16159,0.429166
1.11599,0.793398
1.93575,0.514832
1.38921,0.414635
1.47529,0.476511
1.24945,0.71435
1.61022,0.537262
1.75048,0.479563
1.57119,0.397411
1.5284,0.575873
1.13367,0.557015
1.40769,0.546014
1.97092,0.568995
1.14934,0.695222
1.54448,0.40364
1.5572,0.538916
1.9682,0.464097
1.43353,0.469591
2.3964,0.447299
1.34021,0.693425
1.05082,0.609881
2.40281,0.448249
1.62236,0.390739
1.24527,0.522759
1.31742,0.571907
2.27405,0.49384
2.10809,0.421675
1.55247,0.786421
1.76643,0.640256
1.32345,0.64568
1.36375,0.762893
2.12429,0.495088
1.56771,0.46574
1.15796,0.520591
1.58339,0.743647
1.70739,0.688195
1.02639,0.745471
1.92446,0.553698
1.16383,0.42715
1.41602,0.577305
2.28208,0.479689
2.17007,0.368278
1.58561,0.469327
1.09186,0.409006
1.85362,0.397101
1.21151,0.54927
2.44224,0.392576
1.28498,0.659109
1.00031,0.991573
1.0682,0.383374
1.02555,0.926875
1.54521,0.70742
2.0036,0.530832
1.35867,0.769639
1.02472,0.45463
1.29468,0.56048
1.47966,0.778174
2.41502,0.413416
1.09266,0.801685
1.30016,0.638106
1.48735,0.54221
1.34635,0.598735
2.07352,0.536685
1.31822,0.684265
1.17884,0.922711
1.0848,0.883162
1.974,0.3987
1.17248,0.750973
2.15634,0.418789
1.49586,0.726563
1.63395,0.463327
1.46582,0.452458
1.55628,0.421778
1.37658,0.475965
1.51219,0.691398
1.18372,0.750026
1.65458,0.692103
1.22723,0.841759
2.53717,0.373044
2.06429,0.385376
1.98118,0.612294
1.60402,0.428003
1.89746,0.583846
2.04896,0.456521
1.94459,0.623435
1.63729,0.734814
1.92163,0.499023
1.10139,0.843288
2.16819,0.530991
1.36373,0.54203
1.56773,0.592097
1.30672,0.822002
1.14725,0.723558
1.98975,0.618389
1.14036,0.564747
1.37918,0.502837
2.15472,0.487991
1.37649,0.400908
1.38217,0.381104
1.90995,0.408919
1.0463,0.7975
1.52672,0.659334
1.82694,0.551095
1.77014,0.643806
1.69886,0.637869
1.02956,0.740334
1.61253,0.76876
1.07716,0.745015
1.00608,0.878599
1.31727,0.832541
1.58587,0.768864
2.03667,0.610908
1.54038,0.723541
1.37247,0.430382
1.31798,0.572854
1.03039,0.980007
1.04274,0.43248
1.76413,0.665093
1.79483,0.586663
1.06274,0.950755
1.24167,0.507334
1.57561,0.562118
1.91297,0.633521
1.21589,0.905963
1.46151,0.772031
2.45528,0.384766
2.18116,0.397876
1.19244,0.479252
1.56869,0.653051
1.6498,0.415506
2.48837,0.403283
1.2601,0.669945
1.07885,0.569799
1.98074,0.435102
1.62915,0.539026
2.3407,0.425812
1.16106,0.874655
1.08267,0.475765
1.98323,0.392731
1.29582,0.798753
1.0871,0.823636
1.82627,0.490165
1.3976,0.653056
1.63577,0.446547
1.30169,0.409777
1.19484,0.472144
1.97766,0.46415
1.02038,0.583857
1.47853,0.418259
1.69771,0.561918
1.45036,0.591171
1.79117,0.51051
1.70154,0.707797
1.06714,0.945674
1.52,0.574475
1.64111,0.67026
1.22874,0.892492
1.73333,0.371064
1.38011,0.852209
1.67126,0.413379
1.70866,0.385881
1.3905,0.443859
1.83217,0.500895
2.0037,0.428718
1.36812,0.511939
1.46279,0.500884
1.27842,0.414807
1.7675,0.659357
1.33202,0.636334
1.14726,0.836708
1.43431,0.775968
1.27603,0.551072
1.23409,0.752364
1.96313,0.408031
1.48319,0.810013
2.17566,0.531172
1.45688,0.624397
1.44936,0.4702
1.18436,0.931834
1.78264,0.688343
1.6625,0.747221
1.07388,0.949755
1.12808,0.814932
2.08626,0.383478
1.04314,0.822565
1.68427,0.478413
1.61801,0.399523
1.67011,0.430224
1.27113,0.733658
1.41956,0.744989
1.90542,0.435104
1.65037,0.590739
1.1246,0.532857
1.33352,0.766842
1.74727,0.435673
1.69082,0.486932
2.04841,0.493805
1.54439,0.382198
1.56965,0.682382
1.08978,0.458778
1.27188,0.719074
1.44143,0.594251
1.20595,0.398604
1.188,0.789183
1.02225,0.425791
1.79597,0.5738
1.93536,0.530194
1.89554,0.534215
1.31889,0.374665
1.01421,0.542681
1.54986,0.683986
1.12808,0.681345
1.27558,0.459296
1.75342,0.386702
1.1231,0.831726
1.4064,0.622525
1.90695,0.391719
1.31255,0.50141
1.61686,0.628788
1.59469,0.526096
1.14498,0.760595
1.4379,0.448936
1.21233,0.513427
1.92055,0.422395
2.4243,0.425411
1.03061,0.9505
1.85991,0.550683
1.2033,0.417511
2.42769,0.439455
1.18365,0.556752
1.08892,0.66499
1.42058,0.678096
1.72259,0.394049
1.21194,0.498989
1.66233,0.39578
1.20607,0.399053
1.90501,0.588807
1.9418,0.498277
1.03773,0.43867
1.43711,0.508274
1.10672,0.426815
2.20031,0.428628
1.76638,0.397736
1.41258,0.461297
1.69109,0.725325
1.61218,0.68721
1.08477,0.430277
1.40018,0.815989
1.34271,0.478212
1.83918,0.439602
1.33437,0.467559
1.47926,0.46665
1.09855,0.962872
2.29174,0.498511
1.94452,0.493801
1.70459,0.60659
1.4495,0.80275
1.16607,0.881677
1.48687,0.725365
1.35843,0.819091
1.52163,0.729711
2.18919,0.396176
1.49322,0.800612
1.39356,0.795968
1.18292,0.791535
2.16575,0.5144
1.59541,0.686733
2.12852,0.513113
1.56553,0.665175
1.61985,0.481583
1.98566,0.609024
1.01175,0.782688
1.15951,0.555722
1.21115,0.544997
2.42039,0.424171
1.04467,0.53195
1.00449,0.648059
1.33103,0.720432
1.03426,0.707502
1.0015,0.954864
1.27266,0.617888
2.00656,0.430329
1.3111,0.398381
1.03778,0.695817
1.23539,0.514192
1.34483,0.77074
1.83773,0.644779
1.66606,0.445698
1.33153,0.415763
1.22613,0.706421
2.35442,0.410015
1.00699,0.552439
1.25607,0.716229
1.31627,0.660762
1.16551,0.533612
1.73183,0.438168
1.71985,0.530152
1.14424,0.497681
2.44323,0.405722
1.59401,0.626347
1.27771,0.68237
1.83021,0.397248
1.81695,0.554182
2.42238,0.378184
1.3585,0.769453
1.63873,0.433324
1.61896,0.457548
1.32676,0.565412
2.03461,0.572053
1.7608,0.648496
1.51736,0.574786
1.30981,0.748124
1.40551,0.84687
2.22852,0.443116
1.71741,0.64019
1.71049,0.574597
1.1001,0.55838
1.86309,0.658794
1.2641,0.581574
1.11745,0.537732
1.2183,0.666946
1.04613,0.909873
2.20976,0.554606
1.13099,0.55016
1.76825,0.660825
2.45421,0.406186
1.48431,0.50781
1.32449,0.511703
1.08346,0.774117
1.27163,0.710336
2.16548,0.469686
1.51007,0.505336
2.2493,0.53335
2.09076,0.398443
1.79105,0.37826
1.2512,0.847384
1.52481,0.463068
1.45364,0.401521
1.57243,0.4099
1.42169,0.459983
1.56817,0.45699
1.26284,0.81844
1.69319,0.518052
1.39274,0.756217
1.0587,0.711241
1.04118,0.817808
1.85661,0.590741
1.34462,0.813561
1.38649,0.41081
1.25239,0.562388
1.79757,0.3855
1.77368,0.499461
1.78048,0.436981
1.56613,0.673379
1.63779,0.571872
1.10328,0.649379
1.30683,0.566757
1.10072,0.525024
1.61146,0.520446
1.01829,0.445698
1.41261,0.690736
1.56687,0.392461
2.01024,0.589132
1.38711,0.674461
1.96421,0.389884
1.28655,0.529047
1.55037,0.571919
2.40696,0.460577
1.2107,0.478373
1.18034,0.403697
2.44492,0.395589
1.4589,0.64221
1.38087,0.75376
2.54147,0.422736
1.5625,0.386289
1.5372,0.473325
1.09304,0.617497
1.66285,0.658882
1.8339,0.655087
1.63496,0.472557
1.19369,0.498432
1.416,0.767504
1.13811,0.584741
1.29115,0.45328
2.49543,0.41936
1.98753,0.529663
1.31289,0.837437
1.94889,0.408538
1.5038,0.59056
2.11078,0.463957
1.61008,0.762393
1.44734,0.534884
1.43818,0.633474
2.12587,0.516188
2.25667,0.437153
1.25603,0.639144
1.98715,0.584905
1.10328,0.899068
1.81742,0.627241
1.20568,0.702136
2.18361,0.420719
2.46248,0.425612
1.07148,0.551764
1.23696,0.502448
1.3443,0.654461
2.33259,0.410812
1.19489,0.482663
1.51851,0.757563
1.14353,0.933009
1.90677,0.655965
1.01687,0.774356
1.87222,0.457004
1.34644,0.79349
1.10343,0.875854
1.39035,0.40673
1.48056,0.501837
1.281,0.800029
1.38709,0.540412
1.11381,0.521166
1.46391,0.501581
1.13366,0.459827
1.1189,0.582625
1.23063,0.63379
1.33637,0.724843
2.4177,0.39883
1.25664,0.544191
1.26917,0.673406
1.16428,0.854866
1.25408,0.879112
1.03536,0.899597
1.63399,0.437109
1.81825,0.427492
1.64057,0.427389
1.90005,0.518276
1.03477,0.743521
1.54539,0.514842
1.09246,0.943703
1.24376,0.618203
1.88792,0.567998
2.01479,0.368533
1.86942,0.507913
1.05184,0.71825
1.86558,0.606908
1.67903,0.610018
2.05703,0.54633
1.52807,0.804793
1.71576,0.66483
2.02208,0.616856
2.09033,0.376605
1.80418,0.482425
1.60344,0.376149
1.65634,0.603485
1.5829,0.674314
1.19326,0.704257
1.1873,0.637444
1.71396,0.415071
1.89598,0.466311
1.92622,0.614037
1.46148,0.625322
1.10785,0.472473
1.1028,0.899565
1.81362,0.688223
2.01502,0.393209
1.96041,0.448502
1.52635,0.570959
1.0575,0.636485
2.10092,0.414537
1.39462,0.628183
1.61442,0.41362
1.26368,0.635966
1.32564,0.387329
1.28357,0.649491
1.21126,0.638861
1.07268,0.428077
2.13634,0.46778
2.46113,0.445104
1.64759,0.48993
1.0866,0.885405
1.76404,0.415587
1.03347,0.414256
1.30662,0.857255
1.39384,0.385382
2.16753,0.528547
2.06517,0.458627
2.35869,0.493688
1.13973,0.816036
1.07352,0.487843
1.7051,0.726302
1.41904,0.471949
1.01812,0.695833
1.34698,0.775229
2.11566,0.496729
1.50748,0.670152
1.94028,0.408812
1.03827,0.923592
1.89678,0.436641
1.04736,0.946008
1.01985,0.857845
1.57918,0.527375
2.60863,0.394093
1.4608,0.52316
1.9642,0.503262
1.27488,0.88381
1.45405,0.417754
1.22746,0.498025
2.21549,0.530654
1.64083,0.376586
1.11587,0.544035
1.99777,0.372792
1.17518,0.663517
1.04609,0.74584
1.84799,0.475699
1.58499,0.603575
2.1219,0.539459
1.86704,0.641082
1.64672,0.4306
1.40118,0.556715
1.08141,0.872491
2.32708,0.485416
2.1004,0.574483
2.39936,0.379734
1.94122,0.402393
1.08973,0.53807
1.22234,0.529631
2.3403,0.453784
1.46673,0.639057
1.68305,0.60043
1.316,0.562669
1.08719,0.548375
1.51732,0.607366
1.07164,0.564847
1.17273,0.64925
1.4694,0.715894
2.30708,0.400537
1.19005,0.493395
1.21199,0.681445
1.31449,0.712404
1.34594,0.673501
2.17659,0.478142
1.12275,0.640596
1.70364,0.653824
1.09977,0.539627
1.77996,0.558075
2.1342,0.467152
1.76462,0.537663
2.63802,0.382329
1.00365,0.537409
1.22694,0.607169
1.47788,0.458234
1.20155,0.873453
1.40181,0.611454
1.70637,0.573245
2.37946,0.470246
1.71014,0.439091
2.47811,0.431447
1.49567,0.534435
1.27676,0.786855
1.34975,0.698154
1.54597,0.78564
1.32936,0.600184
2.5731,0.417361
1.69754,0.449725
1.35853,0.459983
2.25149,0.538502
1.10258,0.534677
1.05594,0.914105
1.00227,0.869008
1.31229,0.79165
1.3519,0.65209
1.29739,0.477143
1.73518,0.410806
2.40024,0.378004
1.7516,0.611861
1.16748,0.832521
2.09974,0.412927
1.65494,0.74064
1.38889,0.479796
1.56913,0.747177
1.08357,0.859108
1.17231,0.634617
1.33364,0.46262
1.22502,0.796285
1.16851,0.653281
1.66761,0.381275
1.62782,0.682108
1.10631,0.498024
1.08056,0.504188
2.39743,0.421392
1.15272,0.871996
1.33169,0.543089
2.1007,0.52207
1.68291,0.469257
1.45366,0.628784
1.6611,0.404852
2.02175,0.395238
2.13171,0.383109
1.15571,0.844501
1.82905,0.586785
1.14725,0.798827
1.1096,0.959404
1.18521,0.595947
2.05975,0.441939
1.73598,0.397586
2.32628,0.371004
1.4859,0.692588
1.15994,0.518516
1.83622,0.524813
2.45447,0.454384
1.84564,0.641569
1.6488,0.448227
1.0643,0.769601
1.11106,0.596541
1.659,0.495897
1.02316,0.744969
2.41954,0.475215
1.53255,0.726604
1.00894,0.607425
1.03114,0.853959
1.09018,0.921549
2.12651,0.36919
2.30892,0.422222
1.58999,0.601715
1.54392,0.475374
1.65827,0.637168
1.28149,0.604003
1.73569,0.464749
1.49515,0.493399
2.29317,0.392096
2.49119,0.37689
1.04379,0.750043
1.5757,0.762664
1.54732,0.718393
1.57268,0.662534
1.13855,0.543492
1.19397,0.678197
1.49862,0.727024
1.47405,0.497816
1.35052,0.391111
1.33324,0.761606
1.1113,0.399093
1.02881,0.470609
1.66768,0.405161
1.16266,0.395164
1.03082,0.827299
1.20477,0.641406
1.14907,0.831054
1.75812,0.535466
1.5181,0.677821
1.86251,0.417113
2.12716,0.429962
2.06975,0.527993
1.3015,0.58867
1.59614,0.672508
1.33293,0.455023
1.08931,0.516662
1.55699,0.582309
1.6873,0.387377
1.65621,0.492479
1.33169,0.581112
1.26999,0.604985
1.23237,0.562778
2.40397,0.420114
1.16691,0.392937
2.02325,0.539604
1.21555,0.603929
1.73959,0.411417
1.55421,0.628479
1.70252,0.464456
2.21291,0.532396
1.07841,0.47081
1.10038,0.595917
1.50548,0.592453
1.85905,0.567427
1.68638,0.681265
2.31935,0.403974
1.70826,0.707124
1.6707,0.557684
1.36487,0.418728
1.73657,0.515819
1.78227,0.439035
1.08967,0.60872
1.37075,0.590392
2.40387,0.430375
1.982,0.505313
1.12998,0.912173
2.25333,0.420462
1.49206,0.523119
1.25421,0.535977
1.30873,0.445066
1.60867,0.644956
2.28005,0.428118
1.86566,0.475166
1.96487,0.528172
1.46747,0.547021
1.09462,0.739569
1.63058,0.496798
1.13826,0.610308
1.11488,0.865201
1.42704,0.520465
1.61306,0.722454
1.79371,0.431708
1.06886,0.386564
1.22412,0.415977
2.50505,0.381839
1.88508,0.606746
1.03396,0.757819
2.06021,0.488239
1.41587,0.84274
1.3525,0.720493
1.86502,0.60114
1.4096,0.74401
1.16756,0.374427
1.15861,0.469318
1.27648,0.555624
1.15117,0.658084
1.42251,0.535437
1.42984,0.428286
1.89081,0.55572
1.16899,0.600528
1.16591,0.621472
1.2139,0.381847
1.35911,0.743676
1.32687,0.647681
1.9659,0.524325
1.30264,0.452057
1.75909,0.483361
1.71879,0.401104
1.85168,0.404225
1.53988,0.582997
2.4463,0.374296
1.07211,0.567238
2.09879,0.406847
1.43911,0.442467
1.0021,0.428333
1.79351,0.656575
1.15047,0.763401
1.53273,0.702908
1.33323,0.402794
1.4718,0.647816
1.04417,0.958671
2.10899,0.47722
1.44005,0.804489
1.13448,0.369336
1.51457,0.632772
1.01313,0.428756
1.10027,0.911371
1.26785,0.39997
2.28483,0.498686
1.57161,0.415683
1.49829,0.634045
1.06028,0.37738
1.49321,0.512463
1.48711,0.54976
1.7867,0.561756
1.46297,0.552442
1.54043,0.733799
1.87398,0.490914
2.0912,0.416203
1.36448,0.787495
1.78459,0.594599
1.11894,0.945085
1.31127,0.791353
2.18573,0.437306
1.58698,0.560109
1.58177,0.641641
1.6719,0.572071
1.8354,0.496049
1.43407,0.80506
2.20265,0.463531
2.05867,0.442752
1.2064,0.70624
1.05896,0.486341
1.19694,0.467613
2.52663,0.399728
1.0649,0.961667
1.6425,0.678325
2.25326,0.401199
1.7791,0.590065
1.99872,0.606563
1.30425,0.828979
1.25262,0.718306
1.5269,0.499739
1.62965,0.707478
1.50137,0.521038
1.04,0.478971
1.26266,0.380351
1.20726,0.422401
1.6854,0.470763
1.21336,0.427079
1.29907,0.525308
1.15671,0.623807
1.45926,0.680728
1.70452,0.689724
1.72611,0.64645
1.31444,0.837862
1.1065,0.912308
1.06696,0.3923
1.88307,0.58997
2.00339,0.441221
1.2153,0.456311
1.01336,0.798642
1.34377,0.52005
1.36122,0.697506
1.47408,0.579566
1.44284,0.386206
1.3904,0.469073
1.66091,0.488781
2.57482,0.403318
1.58149,0.658364
1.76413,0.583389
1.65376,0.406418
1.33059,0.677053
1.07611,0.865436
2.38865,0.442692
1.00478,0.380339
2.22357,0.391972
1.95145,0.601658
1.73322,0.727912
1.76187,0.628318
1.08201,0.556967
1.39426,0.677733
1.22278,0.563808
2.0327,0.515356
1.20033,0.699659
1.90967,0.517494
1.11246,0.865201
1.18739,0.410647
1.61046,0.6071
1.80857,0.688088
1.86965,0.540958
2.25164,0.457861
1.20541,0.698068
1.24546,0.396044
1.09532,0.519457
1.40772,0.632911
1.07261,0.923148
1.58887,0.438489
1.0401,0.372025
1.06275,0.690369
1.83009,0.429338
1.53569,0.520404
1.09283,0.466553
2.06177,0.419169
2.16225,0.394569
1.10715,0.707493
1.40544,0.744562
2.44902,0.420112
2.14003,0.475157
1.53635,0.734913
1.37925,0.739739
1.82039,0.372609
1.86493,0.48087
1.47225,0.451829
1.6172,0.628625
1.46822,0.418233
1.33324,0.629593
2.12817,0.527171
1.54957,0.38604
1.31359,0.527058
1.2561,0.394255
2.37063,0.407951
1.71927,0.594335
1.34069,0.676199
1.29824,0.786809
1.2723,0.617452
1.00347,0.404353
2.07407,0.600866
1.45874,0.77601
2.34892,0.402337
1.39469,0.438392
1.74316,0.684072
2.07425,0.49444
1.95922,0.59387
1.06111,0.524741
1.65126,0.757608
1.91265,0.603994
2.62545,0.394883
2.30393,0.471694
1.68071,0.739368
1.41801,0.426651
1.73998,0.455754
1.78152,0.572118
1.41142,0.524956
1.45918,0.780858
1.55035,0.382959
1.57128,0.783453
1.71745,0.600297
1.41298,0.568106
1.6533,0.388273
1.28917,0.532279
1.7411,0.656132
1.90879,0.541923
1.21698,0.562463
1.75232,0.565131
1.84754,0.507089
2.26072,0.466707
1.26981,0.846535
1.25114,0.67174
2.43827,0.42008
1.12856,0.606834
1.91,0.482331
1.3624,0.819269
2.4528,0.371963
1.70093,0.510814
1.45918,0.588326
1.00096,0.70898
1.58492,0.756197
1.16393,0.590526
2.0302,0.567721
1.40463,0.393041
1.88469,0.400817
2.12069,0.455733
1.29319,0.855772
1.55544,0.669975
1.85345,0.441558
1.22538,0.413152
2.22507,0.434564
1.10242,0.459994
2.09333,0.473218
1.08798,0.943589
1.0277,0.564235
1.86421,0.519027
1.45403,0.567216
1.01967,0.861434
2.17093,0.522854
1.26932,0.511994
1.01336,0.563813
1.32753,0.436458
1.71901,0.441239
1.41493,0.829802
1.12222,0.442713
2.1753,0.428399
1.40949,0.535614
1.3922,0.657858
2.07679,0.386376
2.13328,0.377854
1.14548,0.923152
2.5442,0.386691
1.20912,0.84096
1.27515,0.387991
1.88051,0.645388
1.11877,0.474016
1.92748,0.388036
1.57039,0.537044
2.39329,0.388191
2.3149,0.415083
1.44032,0.734949
2.07056,0.465065
1.4897,0.793668
1.67587,0.618324
1.11493,0.57214
1.37515,0.577793
1.43031,0.717376
1.90396,0.54567
2.51918,0.381796
1.2906,0.415521
1.5185,0.552232
1.5971,0.52562
1.31687,0.510769
1.53042,0.79389
1.00359,0.460127
1.19374,0.742862
1.91843,0.570869
2.16564,0.483566
1.0561,0.407678
1.64793,0.736728
1.40276,0.381442
1.06725,0.702898
1.85341,0.584768
1.64448,0.718383
1.0752,0.611645
1.83651,0.593726
1.22132,0.878475
1.89232,0.395806
1.85052,0.576619
2.1384,0.38037
1.01913,0.439005
1.86176,0.433566
2.17651,0.444447
1.67069,0.640434
2.56843,0.376299
1.31498,0.832131
1.35759,0.402338
1.40047,0.646355
1.10329,0.386188
1.62402,0.630026
1.6446,0.392159
